grant_id,project_title,faculty_name,institution,award_amount,start_date,abstract
7307330,"Applications of Field Theory to Collision Processes, QuantomOptics, and Gravitation",DATA NOT AVAILABLE,University of Warsaw,179611.0,11/01/1972,"Research project focused on Applications of Field Theory to Collision Processes, QuantomOptics, and Gravitation at University of Warsaw."
7307332,"Regional Conference on Planning and Design of Tall          Buildings, Warsaw, Poland, November 27-30, 1972",Mieczysla W Lubinski,Technical University of Warsaw,76330.0,11/01/1972,"Research project focused on Regional Conference on Planning and Design of Tall          Buildings, Warsaw, Poland, November 27-30, 1972 at Technical University of Warsaw."
7307333,India-United States Exchange of Scientists Program,Unknown Faculty,Individual Award,940.0,10/27/1972,Research project focused on India-United States Exchange of Scientists Program at Individual Award.
7307340,"Study of Solid State By Nuclear Quadrupole, Nuclear MagneticAnd Dielectric Techniques",C. R Murty,Andhre University,64106.0,01/01/1973,"Research project focused on Study of Solid State By Nuclear Quadrupole, Nuclear MagneticAnd Dielectric Techniques at Andhre University."
7307341,United States - Japan Exchange of Civil Engineers,William D French,American Society of Civil Engineers,27600.0,04/01/1973,Research project focused on United States - Japan Exchange of Civil Engineers at American Society of Civil Engineers.
7307345,Biological Control of Sugarcane Borers Research on the      Biological Control of Sugarcane Borers,Henry A Bess,Individual Award,17100.0,02/01/1973,Research project focused on Biological Control of Sugarcane Borers Research on the      Biological Control of Sugarcane Borers at Individual Award.
7307346,United States-Brazil Cooperative Program in Computer        Science- Development of Computer Language and Systems,Unknown Faculty,University of California-Los Angeles,54300.0,02/01/1973,Research project focused on United States-Brazil Cooperative Program in Computer        Science- Development of Computer Language and Systems at University of California-Los Angeles.
7307347,"Special Foreign Currency Award (30,719,000 Polish Zlotys)   Construction of the Copernicus Astronomical Center",Unknown Faculty,Polish Academy of Sciences,1391259.0,02/15/1973,"Research project focused on Special Foreign Currency Award (30,719,000 Polish Zlotys)   Construction of the Copernicus Astronomical Center at Polish Academy of Sciences."
7307349,"***special Foreign Currency Award (4,760,990 Polish Zlotys) For a Study of Controller Synthesis and Analysis Techniques For Systems With Time Lags and Hierarchial Structure",Unknown Faculty,University of Warsaw,239006.0,03/01/1973,"Research project focused on ***special Foreign Currency Award (4,760,990 Polish Zlotys) For a Study of Controller Synthesis and Analysis Techniques For Systems With Time Lags and Hierarchial Structure at University of Warsaw."
7307350,Comparative Studies of Photosynthetic Co2 Fixation in MarineMicroorganisms,Andrew A Benson,University of California-San Diego Scripps Inst of Oceanography,5100.0,03/01/1973,Research project focused on Comparative Studies of Photosynthetic Co2 Fixation in MarineMicroorganisms at University of California-San Diego Scripps Inst of Oceanography.
7307395,Decision-Making Under Uncertainty in Hydrologic and Other   Resource Systems,Lucien Duckstein,University of Arizona,61630.0,05/01/1973,Research project focused on Decision-Making Under Uncertainty in Hydrologic and Other   Resource Systems at University of Arizona.
7307396,Biophysics and Biochemistry of Microorganisms,Nicholas Grecz,Illinois Institute of Technology,45900.0,04/01/1973,Research project focused on Biophysics and Biochemistry of Microorganisms at Illinois Institute of Technology.
7307407,Electronic Wave-Functions and Associated Properties of SolidState,Tara P Das,SUNY at Albany,91200.0,04/15/1973,Research project focused on Electronic Wave-Functions and Associated Properties of SolidState at SUNY at Albany.
7307408,Semi-Insulating Glasses,DATA NOT AVAILABLE,Pennsylvania State Univ University Park,60100.0,07/01/1973,Research project focused on Semi-Insulating Glasses at Pennsylvania State Univ University Park.
7307411,"Joint Experimental-Theoretical Program With Emphasis in     Statistical Mechanics, Transport and Molecular Properties",Unknown Faculty,Temple University,48300.0,04/15/1973,"Research project focused on Joint Experimental-Theoretical Program With Emphasis in     Statistical Mechanics, Transport and Molecular Properties at Temple University."
7307414,"Differential Equations, Differential Geometry and Algebraic Geometry",Murray H Protter,University of California-Berkeley,16500.0,07/01/1973,"Research project focused on Differential Equations, Differential Geometry and Algebraic Geometry at University of California-Berkeley."
7307416,Research in Low Temperature Physics,George M Seidel,Brown University,39809.0,04/15/1973,Research project focused on Research in Low Temperature Physics at Brown University.
7307417,Programs in Radio Astronomy at the Haystack Observatory,Unknown Faculty,Northeast Radio Observatory Corp,63239.0,04/15/1973,Research project focused on Programs in Radio Astronomy at the Haystack Observatory at Northeast Radio Observatory Corp.
7307419,Computer Applications to Economic Simulation and            Optimization and to Power System Control and Analysis-TravelSupport,Unknown Faculty,Individual Award,1200.0,06/01/1973,Research project focused on Computer Applications to Economic Simulation and            Optimization and to Power System Control and Analysis-TravelSupport at Individual Award.
7307420,"A Mineral Resource Investigation Program, Sierra Madre      Occidental, Mexico",Kenneth F Clark,University of Iowa,59935.0,09/01/1973,"Research project focused on A Mineral Resource Investigation Program, Sierra Madre      Occidental, Mexico at University of Iowa."
7307425,Evaluation and Recovery of Detrital Heavy Minerals,Donald J Cook,University of Alaska Fairbanks Campus,11500.0,06/01/1973,Research project focused on Evaluation and Recovery of Detrital Heavy Minerals at University of Alaska Fairbanks Campus.
7307427,Electret Properties of Certain Biomaterials With Special    Reference to Collagen and Bone,Melvin J Glimcher,Harvard University,27580.0,06/15/1973,Research project focused on Electret Properties of Certain Biomaterials With Special    Reference to Collagen and Bone at Harvard University.
7307429,"Special Foreign Currency Award (335,400 Indian Rupees) For  Study of Growth and Perfection of Semiconducting Crystals",Unknown Faculty,Banaras Hindu University,51376.0,06/01/1973,"Research project focused on Special Foreign Currency Award (335,400 Indian Rupees) For  Study of Growth and Perfection of Semiconducting Crystals at Banaras Hindu University."
7307435,Exchange Visit Between U.S. and Ussr Science Writers,Unknown Faculty,Council For the Advancement of Science Writing,5000.0,05/15/1973,Research project focused on Exchange Visit Between U.S. and Ussr Science Writers at Council For the Advancement of Science Writing.
7307437,Special Foreign Currency Award (In Egyptian Pounds) For a   Study of Some Factors Affecting Biologic Availability of    Drugs,Said A Khalil,University of Alexandria,80500.0,05/15/1973,Research project focused on Special Foreign Currency Award (In Egyptian Pounds) For a   Study of Some Factors Affecting Biologic Availability of    Drugs at University of Alexandria.
7307439,Special Foreign Currency Award (33895 in Egyptian Pounds)   For the Study of ?comparative Mineral Nutrition of Native   And Cultivated Plants in Egypt.?,Abdel A El-Gazzar,University of Alexandria,76750.0,05/30/1973,Research project focused on Special Foreign Currency Award (33895 in Egyptian Pounds)   For the Study of ?comparative Mineral Nutrition of Native   And Cultivated Plants in Egypt.? at University of Alexandria.
7307447,Scientists and Engineers in Economic Development-Research   And Teaching in India,Shyam H Gurbaxani,University of New Mexico,12870.0,06/15/1973,Research project focused on Scientists and Engineers in Economic Development-Research   And Teaching in India at University of New Mexico.
7307458,"Sfc Awd (1,911,300 Yugoslav Dinars) For Establ of Basic     Instr Netwk For Recording Strong Motions in Six Republics OfYugos",Jeremy Taylor,University of Skopje,115000.0,06/15/1973,"Research project focused on Sfc Awd (1,911,300 Yugoslav Dinars) For Establ of Basic     Instr Netwk For Recording Strong Motions in Six Republics OfYugos at University of Skopje."
7307459,"Sp Frgn Curr Awd (1,562,280 Yugoslav Dinars) For Anal & Fld Stud of Hydro Water Resour, Pollut&Econ Pollut&Economic Dev Of Karst (Limestone) Regions",Jeremy Taylor,University of Sarajevo,94000.0,06/15/1973,"Research project focused on Sp Frgn Curr Awd (1,562,280 Yugoslav Dinars) For Anal & Fld Stud of Hydro Water Resour, Pollut&Econ Pollut&Economic Dev Of Karst (Limestone) Regions at University of Sarajevo."
7307463,Center For the Advancement of Invention and Innovation,Jeremy Taylor,University of Oregon Eugene,793650.0,06/15/1973,Research project focused on Center For the Advancement of Invention and Innovation at University of Oregon Eugene.
7307464,Supplementary Education System For the Training of          Innovators and Entrepreneurs,Jeremy Taylor,Massachusetts Institute of Technology,1125000.0,06/15/1973,Research project focused on Supplementary Education System For the Training of          Innovators and Entrepreneurs at Massachusetts Institute of Technology.
